Acceleration,Velocity,Orientation,Obstacle,GPS
"[0.0026005507, -0.004293561, 0.01154232]","[7.82605, -3.8617864, -0.18060608]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.021458838, -0.011682868, 0.0037670135]","[7.82611, -3.861689, -0.1809241]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.014348045, -0.015792668, 0.02665615]","[7.81439, -3.886978, -0.17952093]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.036621917, -0.036293447, 0.024982452]","[7.81653, -3.8820374, -0.17156011]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.029158248, -0.02753979, 0.00033283234]","[7.814575, -3.8864703, -0.17657155]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.00049196, 0.005849421, -0.023534775]","[7.81464, -3.886559, -0.1830959]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.013633173, -0.0035908818, -0.018447876]","[7.81534, -3.8851047, -0.18417019]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.014468301, 0.0103209615, -0.007508278]","[7.81378, -3.8883243, -0.18150084]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.010518663, 0.007972002, -0.021040916]","[7.81369, -3.8887634, -0.18718211]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.005693283, -0.0062506795, 0.011407852]","[7.81354, -3.8891728, -0.18871337]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.008058425, 0.0072320104, -0.019165993]","[7.81204, -3.892349, -0.18662564]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.5228351117813395e-06, -3.400027619013761e-05]"
,,,"[True, True, False]",
"[0.011790395, 0.012873471, -0.0077524185]","[7.814026, -3.887787, -0.17965434]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.020808171, 0.006773412, -0.002450943]","[7.810425, -3.8954115, -0.17710347]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.009697288, -0.006292999, 0.00074005127]","[7.81348, -3.8889966, -0.1816669]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.005712578, -0.017925918, -0.020924568]","[7.81439, -3.8868148, -0.17448877]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.02655901, -0.03321761, -0.018489838]","[7.81113, -3.893622, -0.16859515]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.0072840583, -0.01176399, 0.0028305054]","[7.811615, -3.8924923, -0.16726603]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.009274565, -0.00021910667, -0.014550209]","[7.81021, -3.895446, -0.16436811]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.01392322, -0.0043880343, 0.009610176]","[7.818115, -3.8783398, -0.16436042]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.03370317, 0.0012508035, 0.011713982]","[7.820465, -3.8732586, -0.16431943]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.059426747, -0.077693105, -0.032239914]","[7.846436, -3.817149, -0.16516937]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.029223075, 0.03232479, 0.008277893]","[7.81598, -3.88336, -0.1756117]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.04862912, -0.054446638, 0.015241623]","[7.82391, -3.866173, -0.17328814]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.017920148, -0.014435351, 0.02508545]","[7.83075, -3.8513525, -0.17374448]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0130955, -0.030376256, -0.021287918]","[7.83234, -3.847995, -0.17381512]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.008585297, 0.021575928, 0.033693314]","[7.831726, -3.849358, -0.17567447]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.530702689813672e-06, -3.398356021388207e-05]"
,,,"[True, True, False]",
"[-0.0072702095, -0.021619797, -0.008333206]","[7.8313, -3.8503778, -0.17988166]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[-0.047736447, 0.003660977, -0.012845039]","[7.82214, -3.8702464, -0.1797186]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.014148772, -0.014309108, 0.026715279]","[7.818146, -3.8788404, -0.18012138]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0019331239, -0.011514425, -0.012182236]","[7.819885, -3.8750749, -0.17811368]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.051143125, -0.01448524, -0.006386757]","[7.81073, -3.8946729, -0.1735131]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.0056434404, 0.021000683, 0.024024963]","[7.8111, -3.8938303, -0.17251228]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.010276919, -0.006694436, -0.0019302368]","[7.80646, -3.9038053, -0.17089842]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.043602183, -0.023738265, 0.012283325]","[7.805115, -3.906867, -0.17478162]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.025265593, 0.01712656, -0.0019578934]","[87.8067, -3.9034011, -0.17503498]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0016325135, -0.019635081, 0.019984245]","[7.809784, -3.8968341, -0.17603816]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[-0.015009709, -0.018189192, -0.025286674]","[7.80737, -3.9019978, -0.17654358]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0015597958, -0.011870027, -0.004357338]","[7.80481, -3.907529, -0.17557135]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
,,,"[True, True, False]",
,,,,"[5.534880262683727e-06, -3.395274754431685e-05]"
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.0043201037, -0.008012235, 0.0030136108]","[87.796265, -3.9261298, -0.17788361]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
,,,"[True, True, False]",
"[0.033871457, 0.004073739, -0.018730164]","[7.80951, -3.8971305, -0.16996013]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.005891338, 0.0015186071, -0.015856743]","[87.80887, -3.8987036, -0.17399442]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.0325683, -0.0031778812, 0.009792328]","[7.81595, -3.8834612, -0.1760435]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0023307782, -0.008903146, -0.0024671555]","[7.8129, -3.8897057, -0.16658683]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.024285318, -0.014018357, -0.026043892]","[7.818726, -3.8772192, -0.16943994]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.02429696, 0.010233283, 0.010087013]","[7.81973, -3.874775, -0.16280481]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.014045225, -0.01214093, 0.0030508041]","[7.82379, -3.8656895, -0.15310484]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.011225006, -0.0081143975, -0.0056066513]","[7.822235, -3.8693776, -0.1630347]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,,"[5.534868726747284e-06, -3.3907280302947966e-05]"
"[-0.022313584, -0.033303082, -0.005241394]","[7.81821, -3.8780396, -0.16104026]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.0038310736, 0.03223294, 0.007499695]","[7.80841, -3.8992343, -0.16113248]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.001404006, -0.0033469796, 0.006023407]","[7.80908, -3.8977094, -0.16019098]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, True, False]",
"[-0.014934842, -0.123411, 0.026712418]","[8.031555, -3.5110602, -0.30284837]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[0.030736495, -0.054084063, -0.061610222]","[8.223145, -3.4956183, -0.3218892]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
"[-0.0008877255, 0.016150296, 0.029091835]","[8.27792, -3.5289838, -0.31704235]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, True, False]",
,,,"[True, False, False]",
"[0.034926675, -0.017460346, -0.03374195]","[8.29022, -3.5024405, -0.31721857]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
"[0.019574419, 0.009705901, -0.014420509]","[8.29358, -3.4954853, -0.32542667]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, False, False]",
"[0.025625955, -0.023116231, -0.02691555]","[8.30133, -3.478548, -0.3183973]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,,"[5.402412753270454e-06, -3.397900832230324e-05]"
,,,"[True, False, False]",
"[-0.014124613, 0.029966295, 0.0077409744]","[8.30374, -3.4738677, -0.33637187]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, False, False]",
"[0.0016740188, -0.009711206, 0.04718113]","[8.30588, -3.4695442, -0.34639913]","[0.0, -0.0, -0.4161468365471424, 0.9092974268256817]",,
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,,"[5.126675576341435e-06, -3.417680189197995e-05]"
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,,"[5.001786123903431e-06, -3.432941385086859e-05]"
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,,"[5.001421593410084e-06, -3.460738589449707e-05]"
,,,"[True, False, False]",
,,,"[True, False, False]",
,,,"[True, True, False]",
,,,"[True, True, False]",
